stamp,title,engine,api,res,width,height,colordepth,aa_cfg,chips,samples,aa_label,avg_fps,frames,seconds,gl_renderer,gl_vendor,mode_line,pixelformat,aa_verified,game_exe,game_size,game_md5,driver_pkg,driver_ver,glide3x_md5,icd_md5,os_build,agent_ver,gpu,cpu_mhz,mem_avail_mb,mem_load_pct,status,notes
2026-09-26T05:50:33Z,Quake II,quake2.exe (3.20; retrogl.dll voodoo-cleanroom 0.1.75 over OUR h5 glide3x md5 2df2f969),opengl-allours-0.1.75,1600x1200,1600,1200,16,0,1,1,1chip-noaa,25.4,688,27.1,Mesa Glide v0.62 Voodoo5 6000 (tm) [voodoo-cleanroom 0.1.75],Brian Paul,setting mode 9: 1600 1200 FS,,reg-readback-only,C:\Games\Quake2Complete\quake2.exe,362496,57dd2cf4ba176f3e6ae72fccc94c38b4,AMIGAMERLIN 3.1-R11 For Voodoo 5 6000 AGP,5.1.2605.5,2df2f96909f94d86493e86d3d919ac24,890b4506d29ce5e21cecd24492b8887f,Windows XP 5.1.2600 Service Pack 3,1.85.1,AMIGAMERLIN 3.1-R11 For Voodoo 5 6000 AGP,2004,146,42,ok,world single-pass (GL_SGIS_multitexture)
