#vcrlog boot_count=13 version=1 entries=1024 next_seq=126 created=01dd4dd4eb582b94
1	0	1	2	100	4	00000000	0000000e	00000001	00001278	vcrmp 0.1 build 1: VideoPortInitialize 0
2	2656	1	2	101	4	00000001	00000002	00000000	00000000	PHASE find adapter
3	2656	1	2	200	4	0000121a	00000009	0001121a	00000001	PCI 121a:0009 subsys 0001121a rev 1 at bus 3 slot 0
4	2656	1	2	201	4	00000000	d0000000	08000000	00000000	range 0: d0000000 + 8000000 mem
5	2656	1	2	201	4	00000001	c0000000	10000000	00000000	range 1: c0000000 + 10000000 mem
6	2656	1	2	201	4	00000002	0000c000	00000100	00000001	range 2: 0000c000 + 100 io
7	2656	1	2	202	4	00000000	d0000000	00400000	f4a20000	registers mapped
8	2656	1	2	202	4	00000002	0000c000	00000100	0000c000	I/O BAR mapped
9	2656	1	2	102	4	00000001	00000001	00000000	00000000	PHASE discover
10	2656	1	2	205	4	00000001	00000320	f8000000	f8000000	slave chip 1 at 3:0.1 (BARs as found, not programmed)
11	2656	1	2	205	4	00000002	00000340	e0000000	f8000000	slave chip 2 at 3:0.2 (BARs as found, not programmed)
12	2656	1	2	205	4	00000003	00000360	f8000000	f8000000	slave chip 3 at 3:0.3 (BARs as found, not programmed)
13	2656	1	2	206	4	00000002	00000000	00213388	20030302	HiNT HB1 bridge 2:0 (secondary bus 3)
14	2656	1	2	208	4	00000010	00000045	00000045	00000000	master decode narrowed from power-up (32 MB / 64 MB / 256 B)
15	2656	1	2	208	4	01841320	01841328	01841328	00000000	pciInit0 PCI FIFO low threshold 8 -> 10
16	2656	1	2	204	4	587eadf9	40240031	02000000	10000000	fb 32 MB (4 parts x 8 MB), BAR1 256 MB
17	2656	1	3	203	4	00000000	0000005f	00000000	00000000	boot chip0 status
18	2656	1	3	203	4	00000004	01841328	00000000	00000000	boot chip0 pciInit0
19	2656	1	3	203	4	0000000c	00003fff	00000000	00000000	boot chip0 lfbMemCfg
20	2656	1	3	203	4	00000010	00000000	00000000	00000000	boot chip0 miscInit0
